Name,Measure,Measure Info,Geo Type Name,Geo Place Name,Data Value,Stations,Final Date
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,3.7,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,3.9,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,6.8,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,20.6,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,4.2,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,16.5,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,7.6,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,13.7,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,7.0,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,11.4,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,18.0,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,12.3,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,34.3,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,12.5,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,17.0,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,19.9,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,20.9,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,37.8,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,22.7,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,4.9,Annual,2011
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,2.6,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,5.5,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,3.1,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,20.1,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,17.1,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,11.7,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,11.2,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,18.7,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,9.1,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,22.0,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,2.8,Annual,2017
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,21.1,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,6.6,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,34.1,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,4.0,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,7.1,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,13.4,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,8.0,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,4.3,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,4.7,Annual,2007
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,4.8,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,6.9,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,13.4,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,24.0,Annual,2014
O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,5.9,Annual,2014
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,New York City,4.7,Annual,2011
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Queens,4.5,Annual,2011
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Staten Island,7.8,Annual,2011
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Bronx,4.1,Annual,2011
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Queens,4.9,Annual,2014
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Staten Island,7.5,Annual,2014
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Manhattan,4.2,Annual,2014
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Brooklyn,5.2,Annual,2014
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Bronx,5.0,Annual,2014
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,New York City,5.0,Annual,2014
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Bronx,3.9,Annual,2007
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Staten Island,7.5,Annual,2017
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Manhattan,3.8,Annual,2011
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Brooklyn,5.6,Annual,2007
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Manhattan,3.9,Annual,2007
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Queens,4.8,Annual,2007
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Staten Island,7.8,Annual,2007
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,New York City,4.8,Annual,2017
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,New York City,4.9,Annual,2007
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Brooklyn,5.2,Annual,2011
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Queens,4.7,Annual,2017
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Manhattan,3.9,Annual,2017
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Brooklyn,5.0,Annual,2017
O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,Bronx,4.6,Annual,2017
Ozone (O3),Mean,ppb,Borough,Brooklyn,31.07,Summer,2019
Ozone (O3),Mean,ppb,Borough,Manhattan,28.77,Summer,2020
Ozone (O3),Mean,ppb,Borough,Queens,30.52,Summer,2020
Ozone (O3),Mean,ppb,Borough,Staten Island,28.61,Summer,2020
Ozone (O3),Mean,ppb,Citywide,New York City,29.84,Summer,2020
Ozone (O3),Mean,ppb,Borough,Staten Island,29.29,Summer,2019
Ozone (O3),Mean,ppb,Borough,Bronx,30.78,Summer,2018
Ozone (O3),Mean,ppb,Borough,Brooklyn,30.87,Summer,2018
Ozone (O3),Mean,ppb,Citywide,New York City,30.55,Summer,2019
Ozone (O3),Mean,ppb,Borough,Manhattan,26.98,Summer,2018
Ozone (O3),Mean,ppb,Citywide,New York City,29.54,Summer,2017
Ozone (O3),Mean,ppb,Borough,Staten Island,28.46,Summer,2017
Ozone (O3),Mean,ppb,Borough,Bronx,28.85,Summer,2017
Ozone (O3),Mean,ppb,Borough,Manhattan,25.33,Summer,2017
Ozone (O3),Mean,ppb,Borough,Brooklyn,30.26,Summer,2017
Ozone (O3),Mean,ppb,Borough,Queens,31.46,Summer,2018
Ozone (O3),Mean,ppb,Borough,Staten Island,29.81,Summer,2018
Ozone (O3),Mean,ppb,Citywide,New York City,30.56,Summer,2018
Ozone (O3),Mean,ppb,Borough,Queens,32.18,Summer,2019
Ozone (O3),Mean,ppb,Borough,Manhattan,25.85,Summer,2019
Ozone (O3),Mean,ppb,Borough,Bronx,29.87,Summer,2019
Ozone (O3),Mean,ppb,Borough,Queens,30.83,Summer,2017
Ozone (O3),Mean,ppb,Borough,Bronx,31.25,Summer,2013
Ozone (O3),Mean,ppb,Borough,Bronx,30.85,Summer,2020
Ozone (O3),Mean,ppb,Borough,Brooklyn,33.98,Summer,2016
Ozone (O3),Mean,ppb,Borough,Bronx,33.09,Summer,2016
Ozone (O3),Mean,ppb,Borough,Manhattan,27.0,Summer,2014
Ozone (O3),Mean,ppb,Borough,Brooklyn,29.69,Summer,2020
Ozone (O3),Mean,ppb,Citywide,New York City,26.0,Summer,2009
Ozone (O3),Mean,ppb,Citywide,New York City,33.68,Summer,2010
Ozone (O3),Mean,ppb,Citywide,New York City,33.1,Summer,2011
Ozone (O3),Mean,ppb,Borough,Manhattan,27.27,Summer,2011
Ozone (O3),Mean,ppb,Citywide,New York City,31.8377,Summer,2015
Ozone (O3),Mean,ppb,Borough,Staten Island,32.59,Summer,2015
Ozone (O3),Mean,ppb,Borough,Queens,32.36,Summer,2015
Ozone (O3),Mean,ppb,Borough,Manhattan,27.77,Summer,2015
Ozone (O3),Mean,ppb,Borough,Manhattan,30.3,Summer,2016
Ozone (O3),Mean,ppb,Borough,Brooklyn,32.48,Summer,2015
Ozone (O3),Mean,ppb,Borough,Manhattan,29.21,Summer,2012
Ozone (O3),Mean,ppb,Citywide,New York City,33.83,Summer,2012
Ozone (O3),Mean,ppb,Citywide,New York City,30.99,Summer,2013
Ozone (O3),Mean,ppb,Citywide,New York City,31.37,Summer,2014
Ozone (O3),Mean,ppb,Borough,Bronx,25.3,Summer,2009
Ozone (O3),Mean,ppb,Borough,Bronx,33.16,Summer,2010
Ozone (O3),Mean,ppb,Borough,Bronx,32.91,Summer,2011
Ozone (O3),Mean,ppb,Borough,Manhattan,26.33,Summer,2013
Ozone (O3),Mean,ppb,Borough,Bronx,34.61,Summer,2012
Ozone (O3),Mean,ppb,Borough,Staten Island,33.77,Summer,2012
Ozone (O3),Mean,ppb,Borough,Staten Island,31.3,Summer,2013
Ozone (O3),Mean,ppb,Borough,Staten Island,31.41,Summer,2014
Ozone (O3),Mean,ppb,Borough,Bronx,30.39,Summer,2015
Ozone (O3),Mean,ppb,Borough,Staten Island,35.11,Summer,2016
Ozone (O3),Mean,ppb,Borough,Queens,33.98,Summer,2016
Ozone (O3),Mean,ppb,Borough,Queens,26.85,Summer,2009
Ozone (O3),Mean,ppb,Borough,Bronx,31.15,Summer,2014
Ozone (O3),Mean,ppb,Borough,Brooklyn,26.27,Summer,2009
Ozone (O3),Mean,ppb,Citywide,New York City,33.82,Summer,2016
Ozone (O3),Mean,ppb,Borough,Staten Island,35.17,Summer,2010
Ozone (O3),Mean,ppb,Borough,Brooklyn,33.83,Summer,2010
Ozone (O3),Mean,ppb,Borough,Brooklyn,33.19,Summer,2011
Ozone (O3),Mean,ppb,Borough,Brooklyn,33.89,Summer,2012
Ozone (O3),Mean,ppb,Borough,Brooklyn,31.13,Summer,2013
Ozone (O3),Mean,ppb,Borough,Brooklyn,31.29,Summer,2014
Ozone (O3),Mean,ppb,Borough,Staten Island,34.16,Summer,2011
Ozone (O3),Mean,ppb,Borough,Staten Island,26.72,Summer,2009
Ozone (O3),Mean,ppb,Borough,Queens,32.43,Summer,2014
Ozone (O3),Mean,ppb,Borough,Queens,31.6,Summer,2013
Ozone (O3),Mean,ppb,Borough,Queens,34.5,Summer,2012
Ozone (O3),Mean,ppb,Borough,Queens,33.72,Summer,2011
Ozone (O3),Mean,ppb,Borough,Queens,34.07,Summer,2010
Ozone (O3),Mean,ppb,Borough,Manhattan,28.21,Summer,2010
Ozone (O3),Mean,ppb,Borough,Manhattan,20.44,Summer,2009
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,74.8,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,50.5,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,144.3,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,34.9,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,67.0,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,93.5,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,33.1,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,47.3,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,62.5,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,146.9,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,20.8,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,34.6,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,78.2,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,93.1,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,48.5,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,106.8,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,179.4,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,99.3,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,212.5,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,126.3,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,42.2,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,26.1547676,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,20.64349105,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,80.8,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,40.83055572,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,83.69968379,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,New York City,97.8,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,45.43464648,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Queens,53.18777487,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Manhattan,116.6520415,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Brooklyn,81.78754548,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,183.6368757,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,44.16734968,Annual,2014
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Bronx,128.2,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,Staten Island,55.3,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,17.9,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,67.0,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,34.8,Annual,2017
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,45.7,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,29.6,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,26.0,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Manhattan,59.9,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,55.5,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Bronx,122.3,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,56.9,Annual,2007
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Queens,23.1,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,Staten Island,28.1,Annual,2011
PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,New York City,45.1,Annual,2011
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,15.0,Annual,2011
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,20.6,Annual,2011
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,18.8,Annual,2011
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,17.8,Annual,2011
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,12.26170084,Annual,2014
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,29.3,Annual,2007
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,18.2,Annual,2017
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,14.6,Annual,2017
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,22.4,Annual,2007
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,17.0,Annual,2017
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,17.0,Annual,2017
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,25.2,Annual,2007
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,21.8,Annual,2007
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,25.7,Annual,2007
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,31.3,Annual,2007
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,16.3,Annual,2011
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,15.8,Annual,2011
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,21.0,Annual,2017
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,15.5,Annual,2017
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,11.06004901,Annual,2014
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,12.39301768,Annual,2014
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,13.17315564,Annual,2014
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,14.80425168,Annual,2014
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,15.4880937,Annual,2014
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Staten Island,46.9,Annual,2017
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Queens,40.5,Annual,2011
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Queens,32.76291581,Annual,2014
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Manhattan,44.02314672,Annual,2014
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,40.96010859,Annual,2014
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Bronx,47.28916419,Annual,2014
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Citywide,New York City,48.2,Annual,2011
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Citywide,New York City,40.6,Annual,2014
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Bronx,55.0,Annual,2011
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,50.1,Annual,2011
